,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
86,6322,2715,9808,13910,2945,9892,12242,19392,7796,15557,8894,11473,13868,4119,5019,5221,17816,10435,4315,3250,12447,14955,17885,15695,16995,8451,13792,11098,15578,8803,17726,6800,17316,9366,9731,5779,17392,10923,13228,18692,10390,17622,6516,12653,16174,2556,22740,9578,9976,11529,13990,9937,20012,11513,13850,5116,4328,13355,4631,8245,12620,10631,17159,19350,7929,9324,6499,14398,10673,17272,14038,5624,4882,4172,4791,10001,4854,18147,6264,6428,11400,9909,11545,12216,15128,20549,0,10385,2721,10208,11222,8819,16669,7732,18190,7949,13154,10424,9274,4419
87,4471,10180,1320,5438,12976,639,2598,9723,3317,9354,2208,3715,8625,13657,9311,7360,9157,2866,15662,10959,4379,7197,9540,9693,5481,4590,5344,2092,7557,5123,10035,4003,5553,7966,3095,4752,10591,1729,4560,6929,2515,8246,4594,5490,4659,11667,13071,1039,2405,3026,4118,1139,8497,1413,5182,11018,6818,3483,6382,3064,5457,1171,8863,9681,4424,1632,6729,4785,4593,8976,5370,5001,7698,13678,7613,4295,11051,9802,4513,10379,1266,3830,4610,56,9126,10880,12627,0,10374,7438,5176,7312,10667,2849,8521,2805,4018,1921,8499,13632
88,4602,860,7543,11646,4525,7628,9978,17128,6077,12128,6629,9753,10379,5699,4725,4360,16982,8715,5894,2216,10618,14121,14708,14860,14730,7193,11298,8834,14744,6538,16892,4536,15051,6848,8011,4171,16557,8658,10963,16427,8490,16787,4251,10388,13909,3254,20475,7314,8256,9265,11726,7672,17747,9248,11585,4091,2064,11090,2366,6525,10356,8367,16324,17085,6671,7059,5664,12133,8953,16437,11773,3359,4136,5483,4010,8635,3544,14969,4657,4786,9136,8189,9280,9951,14294,18284,2734,8120,0,7216,9502,6296,15835,6012,15925,6230,10889,8160,7381,5148
89,5646,7680,6652,8898,11963,6881,10259,20664,5560,4980,6208,5982,3234,13137,5236,3559,10874,5128,13332,9036,7211,8013,6778,8753,11472,3637,6850,9896,8636,9814,10784,6886,10894,1114,4424,6338,10450,8754,13273,10290,5083,10680,7153,12864,11652,11573,24012,6664,5388,7778,12943,7374,12216,8757,12556,10447,7211,12308,7513,5323,12831,7649,10217,20622,3636,6617,2065,13610,5969,10330,12744,6681,3898,13190,3910,4718,9901,7039,6100,10808,7641,4910,11984,7575,8186,21821,9371,7519,7235,0,5954,1360,9728,6356,19461,6311,12842,7259,1648,13437
90,5024,9862,4275,4048,17233,4572,4839,12558,4195,4711,4325,1768,6987,14112,10252,8485,7172,2743,14284,11354,1966,4311,4898,5050,7769,3628,2330,6546,4934,9192,7082,6263,7191,6384,2047,5716,6747,7576,7853,6587,2705,6977,6531,9514,6411,12122,15906,4286,2967,2358,7523,5238,8514,6467,8751,12052,7855,6888,7940,3958,9481,4337,6514,12516,4151,4482,6814,8189,549,6627,8939,6467,8824,13445,8738,1525,11506,5159,5478,12459,5902,1549,8634,5296,4484,13714,14641,5240,9618,5857,0,6630,6025,5104,11355,5060,7422,3483,6918,13110
91,4836,6749,6551,9606,10596,6779,8992,16710,5010,7158,5657,6689,4627,11769,3875,2199,11582,5836,11965,8105,7918,8721,9308,9461,12179,3364,7558,9768,9344,9005,11492,6076,11602,552,5132,5529,11158,7944,11806,10998,5790,11387,6344,12853,12359,10206,20058,6321,5747,8486,11365,6823,12924,8655,12428,9642,6406,10729,6708,4772,12820,7521,10925,16668,3085,6066,1086,12031,6677,11037,12616,5876,2537,11822,2549,5426,9096,9570,5290,10003,7090,5617,11745,7329,8894,17867,8003,7273,6304,1393,6661,0,10435,5546,15508,5502,11264,7167,1085,12069
92,10484,15323,9735,6303,21138,9964,8498,14649,9655,5204,9785,7228,7241,22312,14157,12391,4358,8211,22508,17690,6470,4022,2544,1370,6399,9088,5835,12006,4424,14652,2199,11723,6070,10290,7507,11176,1448,13036,11122,5322,8166,4331,11991,13864,6828,20748,17997,9747,8428,7818,10558,10699,5564,11927,12975,17512,13316,9921,13400,9418,13831,9797,2679,14607,9611,9942,10719,12522,6009,2755,12000,11927,12729,18905,12644,6985,16966,2806,10938,17919,11362,7009,12938,10756,2510,15805,18546,10700,15889,9762,5994,10536,0,10565,13446,10520,10691,8943,10823,18570
93,1692,6371,2286,6388,10171,2376,4726,12444,962,9280,1372,4434,7931,10621,6763,4781,11740,3446,10792,7863,5360,8880,9467,9619,7732,3241,6325,5362,9502,5159,11650,1976,7434,6270,3171,1973,11316,3008,7399,8811,3232,10128,2568,7515,6627,8631,15792,2056,2900,4007,6958,2420,10749,4626,8021,8561,4364,6323,4449,1196,7482,3115,11083,12402,2882,1802,4938,7625,4554,11196,8209,2702,5119,9954,5034,4236,8015,9728,1734,8907,2520,3790,6407,2924,9052,13601,7717,2868,6127,6490,5102,5718,10594,0,11242,228,6857,2902,6803,9619
94,12867,15893,9571,9323,18690,8890,7134,3028,11713,17148,10369,10314,19185,19371,17708,15756,10690,10446,21376,16672,9899,11608,14371,13303,8588,12938,10646,7585,11110,10836,12532,12399,9434,17230,11149,13148,13124,9061,5541,10408,10569,9932,11301,9064,7600,17380,6376,9435,10604,8995,5622,9536,9580,7735,5162,16731,15467,5244,12705,11413,9235,8714,11359,1804,12772,9981,15077,4608,11394,11472,4187,12847,16095,19391,16009,11603,16764,14632,12910,16092,9315,11550,8342,8601,13044,4184,18340,8545,16087,16702,11379,15661,13459,11246,0,11201,5502,9164,17763,19345
95,1909,6588,2241,6344,10388,2331,4681,12400,919,9237,1327,4392,7888,10838,6689,4738,11698,3401,11010,8080,5316,8837,9424,9576,7687,3198,6280,5317,9460,5377,11608,2193,7390,6227,3128,2190,11273,3225,7355,8766,3188,11503,2785,7732,6582,8848,15747,2012,2858,3963,6913,2376,10704,4207,7977,8778,4581,6278,4666,1153,7699,3070,11040,12357,2840,1757,4895,7580,4511,11153,8165,2919,5076,10171,4991,4193,8232,9685,1951,9124,2476,3747,6624,2880,9010,13556,7934,2824,6344,6447,5060,5676,10551,228,11197,0,6812,2857,6760,9836
96,8854,10839,5282,5808,13636,4502,3620,6670,7405,10851,6315,6367,13885,14317,15578,11448,9034,6257,16322,11618,6080,7490,10102,10446,4908,8696,7132,2531,7850,5782,9711,7445,5228,13283,7057,9006,10267,4586,787,6604,6477,7922,6826,4214,4086,12326,10018,5048,6416,5282,1559,5228,7924,3260,2361,11677,10413,1182,8634,7170,4181,4406,8538,6628,8530,5738,10835,1794,7447,8651,2883,8776,14388,14337,14261,7544,11710,10363,8515,11038,4639,7490,3288,3858,8775,7826,13286,3946,11033,12755,7432,11418,10602,6938,5467,6893,0,4922,13816,14291
97,4778,8928,1336,3486,12830,1530,1972,9690,3680,7433,2368,2190,9709,13512,9619,7667,8746,2322,13683,10813,2458,5276,7619,7772,4978,4750,3422,3504,5636,7097,9019,4310,4679,9106,3025,5059,9469,3985,4811,6056,2445,7373,4902,6472,3872,11521,13038,1560,2481,1105,4480,2479,7995,3425,5708,11451,6921,3845,6774,3224,6439,1294,8088,9648,4583,1792,6888,5147,3270,8201,5896,5308,8006,15653,7920,3482,10905,7881,4820,12353,3143,3429,5591,2253,7205,10847,10937,2198,8684,8578,3255,7472,8746,3157,8488,3112,4380,0,9639,15607
98,5944,11129,7700,9946,11027,7929,11308,21712,6117,6907,6765,7030,5218,12201,4196,3307,11922,6176,12397,11419,8259,9061,8124,9801,12520,4472,7898,10944,9684,10112,11832,7184,11942,805,5472,6636,11498,9052,14321,11338,6131,11728,7452,13961,12700,10638,25060,7429,6436,8826,13991,7931,13264,9805,13604,13198,7514,13356,7816,5880,13928,8697,11265,21670,4193,7174,2193,14658,7017,11378,13792,6984,3520,12254,3654,5766,12936,8386,6398,11111,8198,5958,12853,8436,9234,22869,8435,8381,7411,1647,7002,1108,10776,6654,20510,6609,13890,8307,0,12501
99,8205,4390,11628,18420,3610,14398,15875,20260,10395,18867,10713,17002,17178,2491,9642,9844,21990,12788,2662,3836,17588,20445,17469,17622,17863,11123,18559,11966,20805,9671,22666,8646,18184,12676,11615,7649,23222,11790,14095,19560,12574,20877,7940,13521,17041,3247,23608,11398,12218,16235,14858,13082,20879,12380,14717,1662,5895,14223,5999,10916,13488,14458,21494,20218,10601,11143,9863,15266,12556,21606,14905,6837,9506,646,9813,12238,2662,17731,8890,3398,12268,11792,12413,13083,17055,21416,4432,13842,5082,13518,13105,12129,18596,10139,19057,10356,14022,15208,12584,0
